authors,year,title,abstract,corpus_id,doi,author
M. Takimoto,2007,The Effects of Referential Oriented Activity in the Structured Input Task on the Development of Learners' Pragmatic Proficiency,,147697244,,
N. Ellis,2006,Language Acquisition as Rational Contingency Learning,"This paper considers how fluent language users are rational in their language processing, their unconscious language representation systems optimally prepared for comprehension and production, how language learners are intuitive statisticians, and how acquisition can be understood as contingency learning. But there are important aspects of second language acquisition that do not appear to be rational, where input fails to become intake. The paper describes the types of situation where cognition deviates from rationality and it introduces how the apparent irrationalities of L2 acquisition result from standard phenomena of associative learning as encapsulated in the models of Rescorla and Wagner (1972) and Cheng and Holyoak (1995), which describe how cue salience, outcome importance, and the history of learning from multiple probabilistic cues affect the development of ‘learned selective attention’ and transfer. This article considers how fluent language users are rational in their language processing, rational in the sense that their unconscious language representation systems are optimally prepared for comprehension and production. In this view, language learners are intuitive statisticians, weighing the likelihoods of interpretations and predicting which constructions are likely in the current context, and language acquisition is contingency learning, that is the gathering of information about the relative frequencies of form‐function mappings. These arguments are well supported by the psycholinguistic evidence relating to first language. But there are important aspects of second language acquisition that do not appear to accord with this characterization, those aspects where despite massive experience of naturalistic input and usage, the system fails to become optimally tuned to represent the second language forms, their functions, and their contextualized likelihoods of occurrence. The article builds the framework for an explanation of the seeming irrationalities of L2 acquisition in terms of standard phenomena of associative learning involving ‘learned selective attention.’ In order to place L1 and L2 in the context of a rational analysis of language learning, I first illustrate the problem by considering the design of word processors of a more mechanical kind than is the ultimate goal of our inquiry. Having thus set a concrete stage, I outline the process of the rational analysis of learning and memory (Anderson 1989, 1991b; Anderson and Milson 1989; Anderson and Schooler 2000). Next I describe some statistical",8041811,10.1093/APPLIN/AMI038,
E. A. Soler,2006,Chapter 11. Fostering EFL Learners’Awareness of Requesting Through Explicit and Implicit Consciousness-Raising Tasks,,149520641,10.21832/9781853599286-014,
Shuai Li,2013,Chapter 3. Amount of practice and pragmatic development of request-making in L2 Chinese,"This chapter focuses on the amount of pragmatics practice needed for promoting accurate and speedy recognition and production of request-making forms in L2 Chinese. Over four consecutive days, an input group (n = 17) and an output group (n = 17) practiced using target request-making forms via computerized input-based and output-based practice activities, respectively. Meanwhile, a control group (n = 15) did Chinese reading comprehension exercises that did not contain the target pragmatic features. Two computerized instruments (a pragmatic listening judgment task and an oral discourse completion task) were administered to assess pragmatic development over time. The results showed that, regardless of practice modality (input-based and output-based), four instances of processing target pragmatic features were sufficient to enhance pragmatic performance accuracy, yet more than eight instances were needed for the development of performance speed.",14702318,10.1075/lllt.36.04li,
Diane Lynne Fernet Bishop,2012,"Book Review: Context, Individual Differences and Pragmatic Development",,220676304,10.1177/0033688212463276,
"J. Belz, Nina Vyatkina",2005,Learner Corpus Analysis and the Development of L2 Pragmatic Competence in Networked Inter-cultural Language Study: The Case of German Modal Particles,"<p> This article reports on a corpus-based, developmental pedagogical intervention for the teaching of German modal particles (MPs) in which learners examined their own emerging MP use as well as that of their native-speaking keypals in the context of electronically mediated, project-based collaboration. Individual learner development was traced microgenetically over a period of nine weeks using Telekorp, a bilingual learner corpus with a built-in control corpus. The current study contributes to the teaching of second language (L2) pragmatics with respect to the authenticity of the interactions, the corpus-enabled nature of the intervention, the developmental scope of the data, and the potential for 'hyper-noticing' in Internet-mediated intercultural foreign language education.</p> <p> Cette étude porte sur l'analyse faite à partir du corpus d'une intervention pédagogique conçue pour l'enseignement des particules de modalité (PM) en langue allemande. Dans le cadre d'une collaboration électronique autour d'un projet de classe, les apprenants ont examiné leur propre emploi des PM ainsi que celui de leurs correspondants, locuteurs natifs. Le développement respectif des apprenants a été établi de façon microgénétique sur une période de neuf semaines à l'aide de Telekorp, un corpus bilingue d'apprenants associé à un corpus natif témoin. La présente étude contribue à l'enseignement de la pragmatique d'une langue seconde relativement à l'authenticité des interactions, à l'utilisation d'un corpus comme outil d'intervention, à l'analyse du développement chez les apprenants et au potentiel offert pour favoriser l'hyper-noticing dans l'éducation interculturelle des langues secondes à travers l'Internet. </p>",143510553,10.1353/CML.2005.0038,
E. A. Soler,2012,Teachability and bilingualism effects on third language learners' pragmatic knowledge,"The present study focuses on the benefits that teaching the speech act of refusal from a discourse perspective can have on third language learners’ pragmatic knowledge. Additionally, it also explores whether receptive and productive bilinguals resort to pragmalinguistic, sociopragmatic and linguistic information in different ways during the planning and execution of refusals in English. Ninety-two students of English (52 receptive bilinguals and 40 productive bilinguals of Catalan and Spanish) participated in the study, which involved a one-group pre-test/post-test design and an instructional treatment. Retrospective verbal reports were used to examine the information attended to during the pre-test and post-test role-plays, that is to say, before and after receiving instruction on refusals. Research findings showed that both receptive and productive bilinguals increased their attention and pragmalinguistic awareness of refusals in English, but the latter seemed to display a higher degree of metapragmatic awareness. In addition, productive bilinguals showed higher communicative sensitivity, mainly in the form of concern for the interlocutor’s feelings, and a conversational approach that can be defined as hearer-oriented. Findings of the study add new insights on how bilingualism may influence third language pragmatic learning in instructional settings.",54182181,10.1515/IP-2012-0028,
"Kerry J. Louw, Tracey M. Derwing, Marilyn L. Abbott",2010,Teaching Pragmatics to L2 Learners for the Workplace: The Job Interview,"This article reports on a pedagogical tool developed to facilitate effective inter-cultural communication in the workplace. We created pre- and post-instruction videos of a native speaker (NS) and non-native speakers (NNSs) in simulated job interviews. Initial interviews were examined for pragmatic difficulties, and one of the researchers also conducted pre- and post-interviews with the recruiters and the NNSs to obtain reactions to the interviews. Their initial videos and post-interview reactions were used to instruct the NNSs in the pragmatics of a job interview. A panel of three expert instructors also watched the pre- and post-instruction videos and rated all interviews on an inventory of specific pragmatic skills. Their ratings were analyzed to determine the candidates' progress and patterns of pragmatic difficulties. Candidates showed marked improvement in their second interviews, demonstrating that the pedagogical intervention used promoted the development of pragmatic competence. Implications for ESL programs, instructors, TESL, and EWP are discussed.Le présent article porte sur un outil pédagogique élaboré pour faciliter une communication interculturelle efficace au travail. Nous avons produit des vidéos avant et après instruction d'un locuteur natif et d'un locuteur non natif dans des entrevues d'emploi simulées. Nous avons évalué les premières entrevues en fonction des difficultés pragmatiques, et l'un des chercheurs a aussi effectué des entrevues avant et après avec les recruteurs et les locuteurs non natifs, afin d'obtenir des réactions aux entrevues. Leurs vidéos initiales et les réactions après les entrevues ont été utilisées pour orienter les locuteurs non natifs dans la pragmatique de l'entrevue d'emploi. Trois éducateurs spécialisés ont aussi visionné les vidéos avant et après instruction et classé toutes les entrevues selon des aptitudes pragmatiques particulières. Le classement attribué a été analysé afin de déterminer les progrès des candidats et les types de difficultés pragmatiques. Les candidats ont affiché une amélioration marquée lors de leur deuxième entrevue, ce qui a démontré que l'intervention pédagogique utilisée a favorisé le développement d'une compétence pragmatique. Leur utilité pour les programmes d'ASL, les instructeurs, l'enseignement de l'ALS, et l'anglais au travail, fait l'objet de discussion.",145202794,10.3138/CMLR.66.5.739,
Naoko Taguchi,2009,Development of the use of Japanese sentence-final particles through email correspondence,,63484323,10.1515/9783110218558.301,
"Carsten Roever, H. T. Nguyen",2013,Pragmatics of Vietnamese as Native and Target Language.,,146758989,,
K. Bardovi-Harlig,2013,Developing L2 Pragmatics,"This article positions research on the acquisition of pragmatics as an inquiry in the greater field of second language acquisition research. Viewing pragmatics from this intersection, I consider five areas of research that are of interest in both fields and have the potential to make significant contributions to second language pragmatics research. They are: the design and evaluation of pragmatics tasks as simulations of conversation; task design for the study of implicit and explicit knowledge; the measurement of pragmatic development; the interface of the development of grammar and lexicon with pragmatics; and the effect of environment on pragmatic development.",143120215,10.1111/J.1467-9922.2012.00738.X,
"A. Ghobadi, M. Fahim",2009,The effect of explicit teaching of English “thanking formulas” on Iranian EFL intermediate level students at English language institutes,,61069535,10.1016/J.SYSTEM.2009.02.010,
Tarja Nikula,2008,5. Learning Pragmatics in Content-based Classrooms,,149807541,10.21832/9781847690869-007,
Youjin Kim,2012,"TASK COMPLEXITY, LEARNING OPPORTUNITIES, AND KOREAN EFL LEARNERS’ QUESTION DEVELOPMENT","Building on the cognitive and interactive perspectives of task research, the cognition hypothesis states that increasing task complexity promotes greater interaction and feedback and thus facilitates second language (L2) development (Robinson, 2001b, 2007a). To date, very little research has explored this claim during learner-learner interactions in English as a foreign language (EFL) classroom contexts in which a task-based syllabus is implemented. The purpose of this study was to examine the effects of task complexity on the occurrence of interaction-driven learning opportunities and question development in such a classroom context. Korean university students (N = 191) from four intact English classes were randomly assigned to one comparison group and three experimental groups with various task-complexity levels (i.e., simple, +complex, and ++complex) based on Robinson’s framework. Their interactions were audiorecorded, and occurrences of learning opportunities, operationalized as language-related episodes (LREs), were identified. Question development was identified between pretest and posttests on the basis of the learners’ stage advancement using Pienemann and Johnston’s (1987) developmental sequence. Results indicated that more complex tasks promoted a greater number of LREs and particularly led to LREs targeting developmentally advanced question structures, which result in question development.",143958430,10.1017/S0272263112000368,
M. González‐Lloret,2008,6. Computer-mediated Learning of L2 Pragmatics,,132446771,10.21832/9781847690869-008,
R. Young,1999,SOCIOLINGUISTIC APPROACHES TO SLA,"The study of second language acquisition involves understanding what bilinguals know about their second language and how they acquire and use it. Because acquisition and use occur in a social context, it is important for second–language acquisition researchers to understand the ways in which social context and the acquisition and use of a second language are related. In recent years, our understanding of language as a social phenomenon has increased greatly. In a recent survey of sociolinguistics and language teaching, McKay and Hornberger (1996) divide the field into four related areas: 1) studies of language and society–how large–scale social and political issues affect language use in a particular society, 2) studies of language variation—how the “same” language varies from speaker to speaker, from place to place, and from situation to situation, 3) studies of language and interaction—how language is used in face–to–face communication, and 4) studies of language and culture—how particular cultures privilege some kinds of language over others.",9467452,10.1017/S0267190599190068,
Heidi E. Vellenga,2011,Teaching L2 Pragmatics: Opportunities for Continuing Professional Development.,,60721515,,
R. Lyster,2004,DIFFERENTIAL EFFECTS OF PROMPTS AND RECASTS IN FORM-FOCUSED INSTRUCTION,"Four teachers and their eight classes of 179 fifth-grade (10–11-year-old) students participated in this quasi-experimental classroom study, which investigated the effects of form-focused instruction (FFI) and corrective feedback on immersion students' ability to accurately assign grammatical gender in French. The FFI treatment, designed to draw attention to selected noun endings that reliably predict grammatical gender and to provide opportunities for practice in associating these endings with gender attribution, was implemented in the context of regular subject-matter instruction by three of the four teachers, each with two classes, for approximately 9 hours during a 5-week period, while the fourth teacher taught the same subject matter without FFI to two comparison classes. Additionally, each of the three FFI teachers implemented a different feedback treatment: recasts, prompts, or no feedback. Analyses of pretest, immediate-posttest, and delayed-posttest results showed a significant increase in the ability of students exposed to FFI to correctly assign grammatical gender. Results of the written tasks in particular, and to a lesser degree the oral tasks, revealed that FFI is more effective when combined with prompts than with recasts or no feedback, as a means of enabling L2 learners to acquire rule-based representations of grammatical gender and to proceduralize their knowledge of these emerging forms.This study was funded by the Social Sciences and Humanities Research Council of Canada (nos. 410-98-0175 and 410-2002-0988). Parts of this study were presented at the annual meeting of the American Association for Applied Linguistics in Salt Lake City on April 7, 2002; the Congress of the Social Sciences and Humanities in Toronto on May 26, 2002; and at the Congress of the International Association for Applied Linguistics in Singapore on December 12, 2002. I am grateful to the participating teachers and their students, to Lucy Fazio for her role as research associate in the data collection, to José Correa for his assistance with the statistical analyses, and to the following research assistants for contributions to various phases of this research: Susan Ballinger, Kristina Eisenhower, Andréanne Gagné, Sophie Beaudoin, Laura-Annie Bouffard, France Bourassa, Sophie Bourgeois, Elisa David, Mélanie Mathieu, Sophie Prince, Andrea Sterzuk, and David Syncox. I gratefully acknowledge Leila Ranta, Iliana Panova, and four anonymous SSLA reviewers for their helpful comments on an earlier version of this paper.",145288474,10.1017/S0272263104263021,
K. Bardovi-Harlig,1999,Exploring the Interlanguage of Interlanguage Pragmatics: A Research Agenda for Acquisitional Pragmatics,"G. Kasper and R. Schmidt (1996) have argued that the field of investigation known as interlanguage pragmatics has been essentially modelled on cross-cultural pragmatics. Taking Kasper and Schmidt's argument one step further, this article shows how interlanguage itself has been ignored in research on interlanguage pragmatics. Research has not established that pragmatic competence is independent of grammatical competence. Although grammatical competence may not be a sufficient condition for pragmatic development, it may be a necessary condition. I outline a research agenda in which the study of interlanguage becomes more central to the study of interlanguage pragmatics.",143728231,10.1111/0023-8333.00105,
J. House,1996,Developing Pragmatic Fluency in English as a Foreign Language: Routines and Metapragmatic Awareness,"This study explores whether pragmatic fluency can best be acquired in the classroom by provision of input and opportunity for communicative practice alone, or whether learners profit more when additional explicit instruction in the use of conversational routines is provided. It is hypothesized that such instruction raises learners' awareness of the functions and contextual distributions of routines, enabling them to become more pragmatically fluent. Two versions of a communication course taught to advanced German learners of English for 14 weeks are examined, one version providing explicit metapragmatic information, the other withholding it. Samples of tape-recorded conversations at various stages of the courses are used to assess how students' pragmatic fluency developed and whether and how the development of fluency benefits from metapragmatic awareness.",141662199,10.1017/S0272263100014893,
J. Davis,2007,Resistance to L2 Pragmatics in the Australian ESL Context,"The study examines how learner biases toward a particular national type of English affect interlanguage pragmatics. Specifically, this study assesses the degree to which Korean ESL (English as a second language) students' preferences for North American English influence their willingness to use Australian-English routines while studying in Australia. Research suggests that attitudinal factors in high-proficiency students can affect second language (L2) pragmatic production in important ways, students at times rejecting or resisting undesirable L2 pragmatic forms (Cohen, 1997; Hinkel, 1996; LoCastro, 2001; Siegal, 1995, 1996). Quantitative and qualitative data were collected from a group of 20 Korean ESL students studying at language institutes and universities around Melbourne. Findings suggest that there is some avoidance of Australian routines by Korean ESL learners and that this avoidance represents resistance to Australian-English pragmatic norms.",145559691,10.1111/J.1467-9922.2007.00430.X,
"B. Barekat, Masoumeh Mehri",2013,Investigating the Effect of Metalinguistic Feedback in L2 Pragmatic Instruction,"The present study investigates the relative eﬀectiveness of two types two types of instructions, consciousness-raising instruction (C-R) and consciousness-raising instruction with feedback (C-R F) for teaching English requestive downgrades forms. The study was conducted by 3 intact classes randomly assigned as control group, C-R treatment group, and C-R F treatment group. For this purposes forty five homogenous students took part in this study. They were at intermediate level, and all were male. The result of participants’ performance on pre-test, post-test, and follow-up test indicated that two treatment groups outperformed control group, and C-R F group performed better than C-R group. The results confirmed the benefits of L2 pragmatic instruction in EFL context.",62835527,10.5296/IJL.V5I2.3032,
M. Swain,1993,The output hypothesis : Just speaking and writing aren't enough,"As a person who has been actively involved in research in French immersion education for approximately two decades, I am frequently told ""immersion anecdotes"" which often serve to provide a possibl...",140776887,10.3138/CMLR.50.1.158,
R. W. Schmidt,1994,DECONSTRUCTING CONSCIOUSNESS IS SEARCH OF USEFUL DEFINITIONS FOR APPLIED LINGUISTICS,,146701111,,
"Nicola Halenko, Christian Jones",2011,Teaching pragmatic awareness of spoken requests to Chinese EAP learners in the UK: Is explicit instruction effective?,,61501274,10.1016/J.SYSTEM.2011.05.003,
Justin E. Jernigan,2012,Output and English as a Second Language Pragmatic Development: The Effectiveness of Output-focused Video-based Instruction,"Swain’s Output Hypothesis proposes a facilitative effect for output on the acquisition of second language morphosyntax. In the context of classroom instruction, a number of studies and reviews suggest that explicit instruction in pragmatic elements promotes development. Other studies have offered less conclusive evidence of the effectiveness of various instructional options. The present classroom-based study examined the effectiveness of output-focused, video-based instruction for the development of second language intercultural pragmatic development among adult ESL learners representing different first language backgrounds in an intensive English program setting. The results suggest that the instructional treatment had a significant effect on a written pragmatic acceptability judgment task (PAJT). Results on a written discourse completion task (DCT) were mixed; no significant effects were identified, but a relatively large effect size was calculated for the output group.",61812880,10.5539/ELT.V5N4P2,
"Mark Dodge, Craig Stinson Douglas",2010,Microsoft Excel 2010 Inside Out,,64778148,,
R. Ellis,2000,Task-based research and language pedagogy,"Two very different theoretical accounts of task-based language use and learning are critiqued and their relevance for language pedagogy discussed. One account, which will be referred to as the psycholinguistic perspective, draws on a computational model of second language (L2) acquisition (Lantolf, 1996). According to this perspective, tasks are viewed as devices that provide learners with the data they need for learning; the design of a task is seen as potentially determining the kind of language use and opportunities for learning that arise.Three different psycholinguistic models are discussed: Long’s Interaction Hypothesis, Skehan’s ‘cognitive approach’ and Yule’s framework of communicative efficiency. The second theoretical account of tasks is that provided by socio-cultural theory. This is premised on the claim that participants co-construct the ‘activity’ they engage in when performing a task, in accordance with their own socio-history and locally determined goals, and that, therefore, it is difficult to make reliable predictions regarding the kinds of language use and opportunities for learning that will arise. Socio-cultural theory emphasizes the dialogic processes (such as ‘scaffolding’) that arise in a task performance and how these shape language use and learning. Both theoretical approaches afford insights that are of value to task-based language pedagogy. The psycholinguistic approach provides information that is of importance for planning task-based teaching and learning. The socio-cultural approach illuminates the kinds of improvisation that teachers and learners need to engage in during task-based activity to promote communicative efficiency and L2 acquisition.",144923919,10.1177/136216880000400302,
Shuai Li,2012,The Effects of Input-Based Practice on Pragmatic Development of Requests in L2 Chinese,"This study examined the effects of input-based practice on developing accurate and speedy requests in second-language Chinese. Thirty learners from intermediate-level Chinese classes were assigned to an intensive training group (IT), a regular training group (RT), and a control group. The IT and the RT groups practiced using four Chinese request-making forms via computerized structured input activities over 2 consecutive days. During this time, the IT group practiced using the request-making forms twice as much as the RT group. The control group did not practice. The results show that the input-based practice was effective in promoting accuracy in an Oral Discourse Completion Task and in enhancing speed in a Pragmatic Listening Judgment Task. No other effects of practice were observed.",145073254,10.1111/J.1467-9922.2011.00629.X,
"Thi Minh Khue Nguyen, Thi My Hanh Pham, Minh Tam Pham",2012,The relative effects of explicit and implicit form-focused instruction on the development of L2 pragmatic competence,,145531679,10.1016/J.PRAGMA.2012.01.003,
"A. M. Flor, Esther Usó Juan",2010,"Speech act performance : theoretical, empirical and methodological issues",,141958281,,
Naoko Taguchi,2009,Indexing stance in interaction with the Japanese desu/masu and plain forms,,132023513,10.1515/9783110218558.41,
M. Kubota,1995,Teachability of Conversational Implicature to Japanese EFL Learners.,,54752194,,
J. Connor-Linton,2000,"TALKING AND TESTING: DISCOURSE APPROACHES TO THE ASSESSMENT OF ORAL PROFICIENCY.Richard Young and Agnes Weiyun He (Eds.). Amsterdam: Benjamins, 1998. Pp. x + 395. NLG 138 cloth.","The goal of this volume is to provide a rich, interdisciplinary foundation of empirical studies describing the discourse of Language Proficiency Interviews (LPIs), focusing on “interactional competence.” The studies not only show how difficult it is to validly assess oral proficiency; they also show that discourse analysis of LPIs—as the editors point out—is very much in its infancy. Most of these studies face research design challenges (e.g., small sample size, sample comparability, coding reliability, or a combination of these), yet they illustrate the potential contributions of various (mostly qualitative) discourse analytic approaches to an understanding and assessment of oral proficiency.",144827156,10.1017/s0272263100252066,
"Dale A. Koike, Lynn Pearson",2005,The effect of instruction and feedback in the development of pragmatic competence,,144381812,10.1016/J.SYSTEM.2005.06.008,
"Yoshinori J. Fukuya, Yao Zhang",2002,Effects of recasts of EFL learners' acquisition of pragmalinguistic conventions of request,,16520659,,
Mehmet Demirezen,1991,Pragmatics and language teaching,,147415230,,
"D. J. Cunningham, Nina Vyatkina",2012,Telecollaboration for Professional Purposes: Towards Developing a Formal Register in the Foreign Language Classroom,This study reports on the development of a professional spoken register among learners of German as they participate in four synchronous Web conferences with German-speaking professionals. The researchers investigated the effect of interaction with expert German speakers combined with an instructional intervention focusing on pragmatic competence on the development of learners' ability to communicate in a second language (L2) professional register. The data reveal a positive effect on the strategic use of modal verbs for expressing polite requests as well as a moderate effect on learners' use of the subjunctive mood to establish social distance. These results add further support for the use of intercultural online exchanges mediated by data-driven instruction in the foreign language classroom and highlight the utility of a microgenetic approach to analyzing spoken data.Cette étude démontre l'apprentissage d'un registre parlé professionnel par des apprenants en allemand pendant quatre cyberconférences synchrones avec des professionnels germanophones. Les chercheurs ont étudié l'effet d'une interaction avec des germanophones experts et d'une intervention pédagogique mettant l'accent sur les compétences pragmatiques sur le développement de la communication dans un registre professionnel de langue seconde (L2). Les données dévoilent un effet positif sur l'utilisation stratégique de verbes modaux pour formuler des demandes polies ainsi qu'un effet modéré sur l'utilisation du subjonctif dans le but d'établir une distance sociale. Les résultats appuient l'utilisation d'échanges interculturels en ligne médiatisés par des directives (fondées sur des données) au sein d'un cours de langue étrangère. Ils mettent aussi l'accent sur l'utilité d'une approche microgénétique afin d'analyser les données parlées.,143470824,10.3138/CMLR.1279,
Noriko Iwashita,2003,NEGATIVE FEEDBACK AND POSITIVE EVIDENCE IN TASK-BASED INTERACTION,"This study examines the role of task-based conversation in second language (L2) grammatical development, focusing on the short-term effects of both negative feedback and positive evidence on the acquisition of two Japanese structures. The data are drawn from 55 L2 learners of Japanese at a beginning level of proficiency in an Australian tertiary institution. Five different types of interactional moves made by native speaker interlocutors during task-based interaction were identified, by way of which learners received implicit negative feedback and positive evidence about the two target structures. The relative frequency of each interactional move type was calculated, and associated changes in the learners' performance on immediate and delayed posttests were examined. It was found that, although native speaker interactional moves containing positive evidence about the two target structures were 10 times more frequent during task-based language learning than those containing implicit negative feedback, only learners who had an above-average score on the pretest benefited from the positive evidence provided. Implicit negative feedback, on the other hand, had beneficial effects on short-term development of the grammatical targets regardless of the learner's current mastery of the target structures. Moreover, recasts were found to have a larger impact than other conversational moves on short-term L2 grammatical development.",146567209,10.1017/S0272263103000019,
Satomi Takahashi,2001,Pragmatics in Language Teaching: The role of input enhancement in developing pragmatic competence,"Introduction Input enhancement in second language acquisition (SLA) has been addressed in studies of form-focused instruction at morphosyntactic levels, known as Focus on Form (FonF) research (e.g., White, Spada, Lightbown & Ranta, 1991; Carroll, Swain & Roberge, 1992; Fotos, 1993; Spada & Lightbown, 1993; Trahey & White, 1993; see Doughty & Williams, 1998; Long & Robinson, 1998, for an overview). Following Sharwood Smith's (1991, 1993) definition of input enhancement, researchers experimentally manipulated instructional input on L2 structures in various ways: some form of corrective feedback with or without metalinguistic information (e.g., Doughty & Varela, 1998), visual enhancement (textual modification) with the use of bold or italic face (e.g., Alanen, 1995; Jourdenais, Ota, Stauffer, Boyson, & Doughty, 1995; J. White, 1998), and task manipulation directing learners to notice and attend to target structures (e.g., Hulstijn, 1989; Robinson, 1996; Williams & Evans, 1998). All of these studies provided evidence that high levels of attention-drawing activities, as represented by presenting metalinguistic information and corrective feedback, are more helpful for learners in gaining the mastery of target-language structures than simple exposure to positive evidence. These findings thus provide the basis for theoretical verification of Schmidt's (1993a, 1995, 1998) Noticing Hypothesis, which states that conscious noticing is the necessary and sufficient condition for converting input to intake. In contrast to the rich array of input enhancement research into morphosyntactic features, there have been considerably fewer studies specifically focusing on the role of input enhancement in developing L2 pragmatic competence.",142737322,10.1017/CBO9781139524797.014,
M. Takimoto,2011,Measuring the effects of structured input task repetition on learners' interlanguage pragmatic proficiency,,146494430,,
M. Takimoto,2009,The Effects of Input-Based Tasks on the Development of Learners' Pragmatic Proficiency.,"The present study evaluates the relative effectiveness of three types of input-based approaches for teaching English polite request forms to sixty Japanese learners of English: (a) structured input tasks with explicit information; (b) problem-solving tasks; and (c) structured input tasks without explicit information. Treatment group performance was compared with control group performance on pre-tests, post-tests, and follow-up tests consisting of a discourse completion test, a role-play test, a listening test, and an acceptability judgement test. The results revealed that the three treatment groups performed significantly better than the control group. However, the group that received the structured input tasks with explicit information did not maintain the positive effects of the treatment between the post-test and follow-up test on the listening test component.",144479424,10.1093/APPLIN/AMM049,
"Martin Bygate, P. Skehan, M. Swain",2013,"Researching Pedagogic Tasks: Second Language Learning, Teaching, and Testing",,53903833,,
"G. Kasper, Kenneth R. Rose",2005,Introduction to Second Language Pragmatic Development,,202274618,10.1111/j.1467-1770.2002.tb00022.x,
●. Pytorch,1998,Attention!,,208785104,10.1016/S1364-6613(97)82741-6,
R. A. V. Compernolle,2011,Developing second language sociopragmatic knowledge through concept-based instruction: A microgeneti,,93544647,10.1016/J.PRAGMA.2011.06.009,
A. Ohta,2001,Pragmatics in Language Teaching: A longitudinal study of the development of expression of alignment in Japanese as a foreign language,,140974874,10.1017/CBO9781139524797.010,
Jenny A. Thomas,1983,Cross-Cultural Pragmatic Failure,"/ have given the term pragmatic failure' to the inability to understand 'what is meant by what is said'. In this paper I argue that pragmatic failure is an area of cross-cultural communication breakdown which has received very little attention from language teachers. I suggest that there is one area of pragmatic failure ('pragmalinguistic failure') which is fairly easy to overcome. It is simply a question of highly conventionalized usage which can be taught quite straightforwardly as 'part of the grammar'. The second area ('sociopragmatic failure') is much more difficult to deal with, since it involves the student's system of beliefs as much as his/her knowledge of the language. I argue that it is essential to avoid prescriptivism in this very sensitive area of language in use. To do so we must draw on insights from theoretical pragmatics and develop ways of heightening and refining students' metapragmatic awareness, so that they are able to express themselves as they choose.",35667508,10.1093/APPLIN/4.2.91,
"Jane Russell Valezy, N. Spada",2006,4. The effectiveness of corrective feedback for the acquisition of L2 grammar: A meta-analysis of the research,,63171411,10.1075/lllt.13.09val,
A. Trosborg,2010,11. Longitudinal studies in interlanguage pragmatics,,148106392,10.1515/9783110214444.2.333,
"J. Holmes, D. F. Brown",1987,Teachers and Students Learning About Compliments.,Paying appropriate compliments and identifying them accurately is an aspect of communicative competence which may differ in a variety of ways from one culture to another. This article provides examples of misunderstandings in compliment exchanges in different cultural contexts and analyzes them as instances of pragmalinguistic and sociopragmatic failure. An analysis of pragmalinguistic and sociopragmatic norms of complimenting behavior in two English-speaking communities forms the basis of a set of exercises designed to assist learners in developing the ability to recognize and use compliments appropriately.,145222753,10.2307/3586501,
R. Ellis,2004,The Definition and Measurement of L2 Explicit Knowledge,"A number of theories of second language (L2) acquisition acknowledge a role for explicit L2 knowledge. However, the testing of these theories remains problematic because of the lack of a widely accepted means for measuring L2 explicit knowledge. This article seeks to address this lacuna by examining L2 explicit knowledge from two perspectives. First, it considers explicit knowledge as a construct. How can explicit knowledge be defined? How does it differ from other constructs such as L2 proficiency and language aptitude? Second, the article considers how L2 explicit knowledge can be measured. It critically reviews some of the ways in which explicit knowledge has been operationalized in second language acquisition research and discusses some of the instruments that have been used to measure L2 explicit knowledge. It concludes with some guidelines for investigating explicit knowledge as analyzed knowledge and as metalanguage.",143523808,10.1111/J.1467-9922.2004.00255.X,
Gregory Taylor,2002,Teaching Gambits: The Effect of Instruction and Task Variation on the Use of Conversation Strategies by Intermediate Spanish Students,"Abstract: Gambits are words or phrases that facilitate the flow of conversation by giving the speaker time to organize his or her thoughts, maintain or relinquish the floor, expound on an argument, or specify the function of a particular utterance. This study, based in part on previous research by Wildner-Bassett (1984), examined (1) whether gambit use in Spanish can be taught effectively in the classroom, allowing the student to use gambits appropriately in unplanned speech; (2) how the type of interactional situation (a friendly discussion versus a complaint) affects the production of gambits; and (3) what types of gambits show the greastest increases in use for each interactional situation. Participants were intermediate students. A repeated-measures design was used. Results suggest that students can be taught to use gambits effectively and appropriately in the classroom. In addition, the nature of the interactional situation seemed to make a difference in the ability of the students to produce gambits in spontaneous interaction and in the types of gambits they produced.",143620899,10.1111/J.1944-9720.2002.TB03153.X,
"Dave Willis, Jane R. Willis",2007,Doing Task-Based Teaching,,60086601,,
"E. A. Soler, A. M. Flor",2008,"Investigating Pragmatics in Foreign Language Learning, Teaching and Testing","The book focuses on investigating pragmatic learning, teaching and testing in foreign language contexts. The volume brings together research that investigates these three areas in different formal language learning settings. The number and variety of languages involved both as the first language (e.g. English, Finnish, Iranian, Spanish, Japanese) as well as the target foreign language (e.g. English, French, German, Indonesian, Korean, Spanish) makes the volume specially attractive for language educators in different sociocultural foreign language contexts. Additionally, the different approaches adopted by the researchers participating in this volume, such as information processing, sociocultural, language socialization, computer-mediated or conversation analysis should be of interest to graduate students and researchers working in the area of second language acquisition.",141858808,10.21832/9781847690869,
