authors,title,year,abstract,doi,link,search_method
Winnie Cheng and Tiffany Ching,‘Not a Guarantee of Future Performance’: The Local Grammar of Disclaimers,2016,"... is responsible for, or is making, any representations concerning the future performance of the Company. The second step involved identifying the linguistic elements in the disclaiming clauses which indicate meanings associated with disclaiming and the patterns in which the meanings are used. The third step...",10.1093/applin/amw006,https://doi.org/10.1093/applin/amw006,manual_journal_search[applied_linguistics]
James Simpson and Jessica Bradley,Belonging-in-Interaction: Expressing and Performing Translocal Belongings Through Language and Arts Practice,2023,"... women to become active citizens ( Macdonald and Watson 2022 ). In Scotland, Hirsu and colleagues’ approach for teaching migrant language learners through arts practice draws explicitly on the creative potential of translanguaging ( Li 2018 ;  Blackledge and Creese 2019 ;  Jones 2019 ): ‘Our goal...",10.1093/applin/amad041,https://doi.org/10.1093/applin/amad041,manual_journal_search[applied_linguistics]
Sylvia Jaworska and Anupam Nanda,Doing Well by Talking Good: A Topic Modelling-Assisted Discourse Study of Corporate Social Responsibility,2016,"... tools that were used to process the data. Section 5 reports the main corpus findings. The first part focuses on the major topics and their distribution over time, while the second part examines the discourse surrounding ‘human rights’ and ‘climate change’. We conclude our paper with observations...",10.1093/applin/amw014,https://doi.org/10.1093/applin/amw014,manual_journal_search[applied_linguistics]
Davide Simone Giannoni,An Investigation of Value Claims in Academic and Corporate ‘About us’ Texts,2016,"..., and individual’. The second strategy adopted by universities is to manage their image and reputation as a brand, whose main purpose is ‘to communicate or clarify what the university “does” or “is”‘ ( Chapleo 2011 : 416). Wernick ( 2006 : 566) talks of ‘the objectification, and indeed monetization...",10.1093/applin/amw010,https://doi.org/10.1093/applin/amw010,manual_journal_search[applied_linguistics]
Ju Wen and Lei Lei,Linguistic positivity bias in academic writing: A large-scale diachronic study in life sciences across 50 years,2021,"..., a generic linguistic positivity bias was found, that is, language users preferred to use more positive words than negative ones in both the spoken and written registers. The second line of research investigates the cognitive aspect of linguistic positivity bias ( Matlin and Stang 1978 ;  Bergsieker et...",10.1093/applin/amab037,https://doi.org/10.1093/applin/amab037,manual_journal_search[applied_linguistics]
Paula Pérez-Sobrino and others,The Role of Figurative Complexity in the Comprehension and Appreciation of Advertisements,2018,,10.1093/applin/amy039,https://doi.org/10.1093/applin/amy039,manual_journal_search[applied_linguistics]
Erika Darics and Jonathan Clifton,Making Applied Linguistics Applicable to Business Practice. Discourse Analysis as a Management Tool,2018,"... of: constancy and change across time, sameness and difference, and agency. First, constancy and change relate to the way in which the teller navigates who they are in relation to the organizational change; do they resist it and retain the same identity or does their identity morph with the changes. Second...",10.1093/applin/amy040,https://doi.org/10.1093/applin/amy040,manual_journal_search[applied_linguistics]
Beth Malory,Polarized Discourses of Abortion in English: A Corpus-based Study of Semantic Prosody and Discursive Salience,2023,"...    therapeutic elective Dayglo surgical alley botched habitual first-trimester safe late-term (adjective) selective clandestine second-trimester, ban legal...",10.1093/applin/amad042,https://doi.org/10.1093/applin/amad042,manual_journal_search[applied_linguistics]
Anne Kari Bjørge,Expressing Disagreement in ELF Business Negotiations: Theory and Practice,2012,"... that they are representative for trends in business English teaching in the period in question. References to disagreement are mainly linked to oral activities such as meetings and/or negotiations (Brieger and Comfort 1992: 166, 195; O’Connor et al. 1992: 83; Minkoff 1994: 54, 138; Fowles et al. 1995: 149...",10.1093/applin/ams015,https://doi.org/10.1093/applin/ams015,manual_journal_search[applied_linguistics]
Priti Sandhu,The Interactional and Narrative Construction of Normative and Resistant Discourses about Hindi and English,2013,"...) schools in urban and rural areas ( Khubchandani 1997 ;  Mohanty 2006 ), only 8 per cent of primary schools offer English as MoE ( Annamalai 2004 ). State schools, which educate most Indians, use the local regional languages as MoE, teaching English as an additional language with varying degrees of success...",10.1093/applin/ams075,https://doi.org/10.1093/applin/ams075,manual_journal_search[applied_linguistics]
John P. O'Regan,English as a Lingua Franca: An Immanent Critique,2014,"... and Ranta 2009 ;  Jenkins et al. 2011 ;  Cogo and Dewey 2012 ). The ‘English as a lingua franca (henceforth ELF) movement’ (cf.  Elder and Davies 2006 ;  Holliday 2008 ;  Berns 2009 , for this term), distinguishes itself from English as a foreign language teaching (or EFL) by locating itself within...",10.1093/applin/amt045,https://doi.org/10.1093/applin/amt045,manual_journal_search[applied_linguistics]
Marco Santello,‘I Said I’m Young You Know I Can Plan Something Good You Know’: Understanding Language and Migration Through Time,2024,"... migration ( Lising 2023 ) and the temporal ‘regimes’ migrants might be subject to when it comes to employment and employability ( Del Percio 2023 ). They have also underscored the broader relevance of speed for research in applied linguistics, second language acquisition, and foreign language teaching...",10.1093/applin/amae031,https://doi.org/10.1093/applin/amae031,manual_journal_search[applied_linguistics]
Eniko Csomay,Lexical Bundles in Discourse Structure: A Corpus-Based Study of Classroom Discourse,2012,"... across texts to highlight register differences ( Biber et al. 1999 ). Although multi-word sequences are recognized across texts in a corpus, more research is needed to explore their text-internal distributional patterns to explain their role in the structure of discourse. Studies in the second...",10.1093/applin/ams045,https://doi.org/10.1093/applin/ams045,manual_journal_search[applied_linguistics]
María José Luzón,"‘Interesting Post, But I Disagree’: Social Presence and Antisocial Behaviour in Academic Weblogs",2011,"... (e.g. the appeal to shared knowledge in the category of cohesive responses). In a second stage, the postings were analysed again by two researchers (the author and a second trained coder) so as to code all the occurrences of indicators of social presence and anti-social behaviour in the corpus...",10.1093/applin/amr021,https://doi.org/10.1093/applin/amr021,manual_journal_search[applied_linguistics]
Jimmy Van Rijt and others,Getting a load of linguistic reasoning: How L1 student teachers process rules of thumb and linguistic manipulations in discussions about grammar,2023,"... in their first two years, usually followed up by courses on general linguistics from the second year onwards. The timing, and to a lesser extent the content of these courses differs per institute. In addition, student teachers take ‘didactic’ or pedagogical courses on grammar teaching and language awareness...",10.1093/applin/amad011,https://doi.org/10.1093/applin/amad011,manual_journal_search[applied_linguistics]
Suresh Canagarajah,A Decolonial Crip Linguistics,2022,"... was a second social approach that redefined the disabled as enjoying an alternate way of life, with their own values, practices, and norms of conduct. Consider someone congenitally blind. She is socialized into a world that assumes her visual impairment and develops capacities that enable her to engage...",10.1093/applin/amac042,https://doi.org/10.1093/applin/amac042,manual_journal_search[applied_linguistics]
Rachelle Vessey,Corpus Approaches to Language Ideology,2015,"...  149  0.02  1,623  0.02  132.50    EDUCATION  311  0.03  1,167  0.02  127.17    LITERACY  85   147   105.90    IMMERSION  52   56   93.88    SCHOOLS  225  0.02  848  0.01  91.11    CLASSES  120  0.01  359   75.57    TEACHERS  128  0.01  457   58.21    COURSES  79   234   50.57    LEARNING  125  0.01...",10.1093/applin/amv023,https://doi.org/10.1093/applin/amv023,manual_journal_search[applied_linguistics]
Liv T Dávila,Immigrant Outreach and Language Access During First Year of the COVID-19 Pandemic,2023,"... to me.  In addition, as information about the virus and its transmission changed, so too did local school and work-place policies associated with pandemic mitigation efforts. For instance, in the summer of 2020, local school districts debated whether to allow all students and teachers to return...",10.1093/applin/amad035,https://doi.org/10.1093/applin/amad035,manual_journal_search[applied_linguistics]
Keith Richards,Using Micro-Analysis in Interviewer Training: ‘Continuers’ and Interviewer Positioning,2010,... to the relevant talk and the ways in which it is constructed. This is not only analytically important but from a training perspective it develops an approach to reading interviews which sees them as objects of interest in themselves rather than merely a source of data. The second point is relevant insofar...,10.1093/applin/amq040,https://doi.org/10.1093/applin/amq040,manual_journal_search[applied_linguistics]
Chris Tang and Gabriella Rundblad,When Safe Means ‘Dangerous’: A Corpus Investigation of Risk Communication in the Media,2015,"... Lang , pp.  11 – 20 .       Partington  A.     2008 . ‘ The armchair and the machine: corpus-assisted discourse research ,’  Corpora for University Language Teachers ,  vol. 74 .  Peter Lang , p.  95 .       Ramirez  A. J.  ,   Mottaleb  M. A.  ,   Brooks  B. W.  ,   Chambliss  C. K.   .  2007...",10.1093/applin/amv058,https://doi.org/10.1093/applin/amv058,manual_journal_search[applied_linguistics]
Alice Deignan and others,"Metaphors of Climate Science in Three Genres: Research Articles, Educational Texts, and Secondary School Student Talk",2017,"... and learning in school settings has used thematic analysis of scientific content, knowledge, and attitudes in teacher talk, teaching materials, and student discourse. Techniques have included classifying students’ and/or teachers’ utterances using groupings such as ‘repertoires’ ( Byrne et al. 2014...",10.1093/applin/amx035,https://doi.org/10.1093/applin/amx035,manual_journal_search[applied_linguistics]
Anna De Fina and others,"Learning How to Tell, Learning How to Ask: Reciprocity and Storytelling as a Community Process",2020,"... asylum seekers as ‘subjects’ to asylum seekers as members of communities to which they and others contribute. The article is based on narrative data collected through an ongoing project with teachers, researchers, and minor asylum seekers involved in a school of Italian Language for Foreigners in Palermo...",10.1093/applin/amz070,https://doi.org/10.1093/applin/amz070,manual_journal_search[applied_linguistics]
Mario Bisiada,‘ Lösen Sie Schachtelsätze möglichst auf ’: The Impact of Editorial Guidelines on Sentence Splitting in German Business Article Translations,2014,"..., specifically introducing the proposition that time is a gift. Dieses Geschenk then becomes the theme of the second sentence. (2) HBR 11/07,100  (1i) It is then standard for the newcomer to actively set up meetings with the people on the list, (1ii) even when it means traveling...",10.1093/applin/amu035,https://doi.org/10.1093/applin/amu035,manual_journal_search[applied_linguistics]
Anna De Fina,Top-Down and Bottom-Up Strategies of Identity Construction in Ethnic Media,2013,"...-Latino unity are as follows:  I will analyze the language issue in greater detail in the second part of this article. But before that, I discuss some examples of the strategies listed above. There are two moments in the interaction that deserve attention. The first takes place when Boxy pronounces...",10.1093/applin/amt026,https://doi.org/10.1093/applin/amt026,manual_journal_search[applied_linguistics]
Neil Millar and others,‘Use the active voice whenever possible’: The Impact of Style Guidelines in Medical Journals,2012,"... the active alternative and therefore harder to understand. The second claim is that the meaning is indirect and/or less forceful than an active alternative (see, e.g.  Sheen 1982 ;  Day 1989 ;  Hall 1994 ;  Matthews et al. 1996 ;  Strunk and White 2000 ;  Albert 2000b ;  Taylor 2005 ). That is, use...",10.1093/applin/ams059,https://doi.org/10.1093/applin/ams059,manual_journal_search[applied_linguistics]
Edison Bicudo,"Cognitive Foundations of Society: The Concept of Schemata in Cell, Gene, and Tissue Therapies",2023,"... that the medicine enables the sick eye’s cells to regain their capacity to produce the missing enzyme. Second, as in the example from Abbas above (lines 5–8), people can think about social skills and activities, stressing that because of the therapy’s efficacy, patients and relatives can resume activities once...",10.1093/applin/amad084,https://doi.org/10.1093/applin/amad084,manual_journal_search[applied_linguistics]
